"rental_id","film_id","film_title","language","category","rental_duration","rental_rate","replacement_cost","rating","actor_names","amount"
6794,176,"Congeniality Quest","English             ","Sports",6,"0.99","21.99","PG-13","ChristopherBerry,NickStallone,TomMckellen","2.99"
6795,326,"Flying Hook","English             ","Animation",6,"2.99","18.99","NC-17","CateMcqueen,CubaOlivier,GretaKeitel,GretaMalden,JohnnyCage,KennethHoffman,NickDegeneres,WalterTorn","5.99"
6796,51,"Balloon Homeward","English             ","Music",5,"2.99","10.99","NC-17","GaryPenn,MenaTemple,ParkerGoldberg,ReneeBall,RichardPenn,RockDukakis","2.99"
6797,336,"French Holiday","English             ","Documentary",5,"4.99","22.99","PG","AudreyOlivier,CateMcqueen,DanStreep,EdChase,HumphreyGarland,JodieDegeneres,WillWilson","4.99"
6798,61,"Beauty Grease","English             ","Drama",5,"4.99","28.99","G","CameronZellweger,EdMansfield,LucilleDee,MichaelBening,NickDegeneres","6.99"
6799,609,"Muscle Bright","English             ","Travel",7,"2.99","23.99","G","GrouchoWilliams,JeffSilverstone,MatthewCarrey,MatthewLeigh,SeanWilliams","2.99"
6800,818,"Something Duck","English             ","Drama",4,"4.99","17.99","NC-17","EdMansfield,LauraBrody,MichaelBolger","9.99"
6801,191,"Crooked Frogmen","English             ","Children",6,"0.99","27.99","PG-13","AlbertJohansson,CateHarris,ChristianGable,JoeSwank,LaurenceBullock,WilliamHackman","3.99"
6802,646,"Outbreak Divine","English             ","Games",6,"0.99","12.99","NC-17","AlecWayne,FayWood,JamesPitt,MaeHoffman,RayJohansson","0.99"
6803,587,"Mod Secretary","English             ","Documentary",6,"4.99","20.99","NC-17","BelaWalken,ChristianGable,GoldieBrody,LisaMonroe,WhoopiHurt,ZeroCage","4.99"
6804,341,"Frost Head","English             ","Classics",5,"0.99","13.99","PG","CarmenHunt,CateHarris,EdChase,FayWinslet,GeneHopkins,LaurenceBullock,RalphCruz","4.99"
6805,382,"Grit Clockwork","English             ","Games",3,"0.99","21.99","PG","CameronZellweger,GeoffreyHeston,KevinGarland","6.99"
6806,142,"Chicken Hellfighters","English             ","Documentary",3,"0.99","24.99","PG","HenryBerry,KirstenPaltrow","2.99"
6807,146,"Chitty Lock","English             ","Drama",6,"2.99","24.99","G","AlGarland,ElvisMarx,HumphreyGarland,JohnnyLollobrigida,LisaMonroe,LucilleTracy,NickDegeneres,OlympiaPfeiffer,RockDukakis,RussellTemple,SissySobieski,SusanDavis,ValBolger","2.99"
6808,79,"Blade Polish","English             ","Drama",5,"0.99","10.99","PG-13","AlecWayne,AngelaWitherspoon,JenniferDavis,KevinGarland,RiverDean","1.99"
6809,757,"Sagebrush Clueless","English             ","Documentary",4,"2.99","28.99","G","AlanDreyfuss,FrancesDay-Lewis,IanTandy,LucilleTracy,MegHawke,MorganMcdormand,SeanWilliams","3.99"
6810,615,"Nash Chocolat","English             ","Animation",6,"2.99","21.99","PG-13","AngelaHudson,BelaWalken,BenHarris,BenWillis,HarrisonBale,HumphreyGarland,JudyDean","4.99"
6811,345,"Gables Metropolis","English             ","Family",3,"0.99","17.99","PG","AdamHopper,CateMcqueen,FrancesDay-Lewis,FredCostner,GrouchoDunst,GrouchoWilliams,RayJohansson,RipCrawford","5.99"
6812,481,"Jekyll Frogmen","English             ","New",4,"2.99","22.99","PG","DanStreep,JadaRyder,NickWahlberg","6.99"
6813,27,"Anonymous Human","English             ","Sports",7,"0.99","12.99","NC-17","EdGuiness,EmilyDee,FayKilmer,GraceMostel,JimMostel,MenaHopper,MerylGibson,SusanDavis,WhoopiHurt","0.99"
6814,406,"Haunting Pianist","English             ","Games",5,"0.99","22.99","R","CharlizeDench,GretaMalden,JayneNeeson,MaryKeitel,SeanGuiness","1.99"
6815,710,"Rage Games","English             ","Family",4,"4.99","18.99","R","AlbertNolte,ChrisBridges,GrouchoWilliams,JadaRyder,KevinGarland,ReneeTracy,ScarlettDamon","5.99"
6816,649,"Oz Liaisons","English             ","Animation",4,"2.99","14.99","R","ChristianNeeson,EdMansfield,FayWinslet,GeneMckellen,GrouchoWilliams,JayneSilverstone,PenelopePinkett,SalmaNolte,SandraKilmer,SidneyCrowe,WarrenJackman","4.99"
6817,40,"Army Flintstones","English             ","Documentary",4,"0.99","22.99","R","CaryMcconaughey,EdChase,GeneWillis,MaeHoffman,MatthewCarrey,PenelopeCronyn,RussellClose","3.99"
6818,227,"Details Packer","English             ","Games",4,"4.99","17.99","R","MichelleMcconaughey,SalmaNolte","9.99"
6819,277,"Elephant Trojan","English             ","Horror",4,"4.99","24.99","PG-13","CameronStreep,GinaDegeneres,HarrisonBale,PenelopeGuiness,ValBolger","4.99"
6820,50,"Baked Cleopatra","English             ","Family",3,"2.99","20.99","G","MichelleMcconaughey","2.99"
6821,135,"Chance Resurrection","English             ","Sports",3,"2.99","22.99","R","AngelaWitherspoon,BenWillis,ChristianAkroyd,MerylAllen,MillaPeck,WhoopiHurt","2.99"
6822,349,"Gangs Pride","English             ","Animation",4,"2.99","27.99","PG-13","ElvisMarx,FayWood,FrancesDay-Lewis,KennethHoffman","5.99"
6823,174,"Confidential Interview","English             ","Music",6,"4.99","13.99","NC-17","ParkerGoldberg,SylvesterDern","4.99"
6824,189,"Creatures Shakespeare","English             ","Games",3,"0.99","23.99","NC-17","GrouchoDunst,ReeseWest,SusanDavis","6.99"
6825,509,"Language Cowboy","English             ","Children",5,"0.99","26.99","NC-17","BetteNicholson,ChristopherBerry,CubaBirch,PenelopeGuiness,WarrenJackman,WhoopiHurt","0.99"
6826,373,"Graduate Lord","English             ","Children",7,"2.99","14.99","G","EwanGooding,WhoopiHurt","2.99"
6827,334,"Freddy Storm","English             ","Horror",6,"4.99","21.99","NC-17","HenryBerry,JuliaMcqueen,WalterTorn","4.99"
6828,193,"Crossroads Casualties","English             ","Animation",5,"2.99","20.99","G","BetteNicholson,EdGuiness,EdMansfield,FrancesTomei,KennethPesci,KennethTorn,MerylGibson,RussellTemple","2.99"
6829,911,"Trip Newton","English             ","Action",7,"4.99","14.99","PG-13","KevinGarland,MatthewCarrey,PenelopeMonroe,WoodyJolie","4.99"
6830,423,"Hollywood Anonymous","English             ","Children",7,"0.99","29.99","PG","AnneCronyn,BelaWalken,ChristianNeeson,GrouchoWilliams,HenryBerry,ReneeTracy","0.99"
6831,205,"Dances None","English             ","Action",3,"0.99","22.99","NC-17","MaeHoffman,MatthewJohansson,RipWinslet,WalterTorn,ZeroCage","1.99"
6832,98,"Bright Encounters","English             ","Drama",4,"4.99","12.99","PG-13","AlbertNolte,CameronZellweger,MerylAllen,ReneeBall","8.99"
6833,203,"Daisy Menagerie","English             ","Sci-Fi",5,"4.99","9.99","G","CarmenHunt,GoldieBrody,JodieDegeneres,JohnnyLollobrigida,MillaKeitel,MinnieKilmer,UmaWood","6.99"
6834,200,"Curtain Videotape","English             ","Games",7,"0.99","27.99","PG-13","EwanGooding,JoeSwank,WalterTorn","0.99"
6835,316,"Fire Wolves","English             ","Games",5,"4.99","18.99","R","ChristianAkroyd,JohnnyLollobrigida,ReneeTracy,RiverDean,WoodyJolie","5.99"
6836,602,"Mourning Purple","English             ","Sci-Fi",5,"0.99","14.99","PG","AlbertNolte,ChristianAkroyd,DarylCrawford,EwanGooding,KennethPesci,MerylGibson,WillWilson","0.99"
6837,267,"Eagles Panky","English             ","New",4,"4.99","14.99","NC-17","ChrisDepp,FrancesDay-Lewis,FredCostner,JudeCruise,MaeHoffman,ScarlettDamon","9.99"
6838,765,"Saturn Name","English             ","Comedy",7,"4.99","18.99","R","AngelinaAstaire,ChrisBridges","4.99"
6839,851,"Straight Hours","English             ","Sports",3,"0.99","19.99","R","BurtTemple,DanHarris,HumphreyWillis","0.99"
6840,303,"Fantasy Troopers","English             ","Action",6,"0.99","27.99","PG-13","BelaWalken,ChristopherWest,GregChaplin,GretaMalden,IanTandy,JonChase,MaryKeitel,NatalieHopkins,SeanGuiness","3.99"
6841,489,"Juggler Hardly","English             ","Animation",4,"0.99","14.99","PG-13","CameronZellweger,EdGuiness,EwanGooding,MerylGibson,MillaPeck,MorganWilliams,PenelopeMonroe,PenelopePinkett,SalmaNolte","0.99"
6842,741,"Roman Punk","English             ","Music",7,"0.99","28.99","NC-17","JimMostel,WarrenNolte","0.99"
6843,163,"Clyde Theory","English             ","New",4,"0.99","29.99","PG-13","GregChaplin,JohnnyCage,MerylAllen,SissySobieski","4.99"
6844,706,"Queen Luke","English             ","Drama",5,"4.99","22.99","PG","EwanGooding,JayneSilverstone,MaryTandy,RipWinslet,RiverDean,SpencerPeck","5.99"
6845,840,"Stampede Disturbing","English             ","Games",5,"0.99","26.99","R","CateHarris,MaeHoffman,NatalieHopkins,RipWinslet,ValBolger,VivienBasinger","0.99"
6846,270,"Earth Vision","English             ","New",7,"0.99","29.99","NC-17","JayneNolte,KennethTorn,RichardPenn","0.99"
6847,77,"Birds Perdition","English             ","New",5,"4.99","15.99","G","GaryPenn,SandraPeck,SylvesterDern,WhoopiHurt","8.99"
6848,387,"Gun Bonnie","English             ","Games",7,"0.99","27.99","G","BurtDukakis,GrouchoSinatra,IanTandy,MatthewCarrey,WillWilson","0.99"
6849,938,"Velvet Terminator","English             ","Comedy",3,"4.99","14.99","R","AngelaHudson,CaryMcconaughey,CubaAllen,DarylCrawford,JohnnyCage,MerylAllen,MinnieKilmer,SeanWilliams,ZeroCage","8.99"
6850,253,"Drifter Commandments","English             ","Action",5,"4.99","18.99","PG-13","AlGarland,AudreyBailey,HenryBerry,KirstenPaltrow,SpencerPeck,ValBolger,VivienBergen","4.99"
6851,143,"Chill Luck","English             ","Drama",6,"0.99","17.99","PG","BurtPosey,MaryTandy,MegHawke,WarrenJackman,WoodyJolie","0.99"
6852,471,"Island Exorcist","English             ","Classics",7,"2.99","23.99","NC-17","AngelaHudson,DarylCrawford,RayJohansson","2.99"
6853,872,"Sweet Brotherhood","English             ","Travel",3,"2.99","27.99","R","JonChase,MerylAllen,MillaKeitel,OlympiaPfeiffer,RiverDean,SpencerDepp","7.99"
6854,697,"Primary Glass","English             ","Action",7,"0.99","16.99","G","CharlizeDench,JayneNolte,JoeSwank,KevinBloom,MaryTandy,MenaTemple,ValBolger","0.99"
6855,583,"Mission Zoolander","English             ","Animation",3,"4.99","26.99","PG-13","FredCostner,KevinBloom,LucilleDee,PenelopeCronyn,TomMckellen","4.99"
6856,945,"Virginian Pluto","English             ","Documentary",5,"0.99","22.99","R","AlbertJohansson,CameronWray,GeneWillis,JessicaBailey,KarlBerry,PenelopeCronyn,SandraPeck,ThoraTemple","0.99"
6857,93,"Brannigan Sunrise","English             ","New",4,"4.99","27.99","PG","KennethHoffman,RipCrawford","4.99"
6858,244,"Dorado Notting","English             ","Music",5,"4.99","26.99","NC-17","AudreyOlivier,FayWood,GeneWillis,JessicaBailey","6.99"
6859,893,"Titans Jerk","English             ","Sci-Fi",4,"4.99","11.99","PG","CameronWray,DanHarris,GregChaplin,KimAllen,KirstenPaltrow,SidneyCrowe,WoodyJolie","5.99"
6860,638,"Operation Operation","English             ","Comedy",7,"2.99","23.99","G","AdamGrant,ChristianAkroyd,GregoryGooding","2.99"
6861,78,"Blackout Private","English             ","Animation",7,"2.99","12.99","PG","CameronZellweger,CaryMcconaughey,KennethHoffman,MatthewCarrey,SandraKilmer","2.99"
6862,762,"Sassy Packer","English             ","Games",6,"0.99","29.99","G","AngelaWitherspoon,GrouchoSinatra,LisaMonroe","0.99"
6863,51,"Balloon Homeward","English             ","Music",5,"2.99","10.99","NC-17","GaryPenn,MenaTemple,ParkerGoldberg,ReneeBall,RichardPenn,RockDukakis","6.99"
6864,487,"Jingle Sagebrush","English             ","Classics",6,"4.99","29.99","PG-13","GrouchoWilliams,KimAllen","5.99"
6865,313,"Fidelity Devil","English             ","Horror",5,"4.99","11.99","G","AlanDreyfuss,HelenVoight,PenelopeCronyn,RussellClose","7.99"
6866,544,"Madison Trap","English             ","Documentary",4,"2.99","11.99","R","GregoryGooding,JodieDegeneres,RipCrawford,ThoraTemple,WalterTorn","2.99"
6867,737,"Rock Instinct","English             ","Horror",4,"0.99","28.99","G","AlGarland,CameronZellweger,EdGuiness,GaryPhoenix,JohnnyCage,JudeCruise,JuliaBarrymore,MillaPeck","3.99"
6868,158,"Clones Pinocchio","English             ","Music",6,"2.99","16.99","R","AngelaHudson,MatthewJohansson,MerylGibson,SalmaNolte,SidneyCrowe","2.99"
6869,775,"Seattle Expecations","English             ","Drama",4,"4.99","18.99","PG-13","ElvisMarx,FayWood,GregoryGooding,KennethTorn,MillaPeck,ScarlettBening","4.99"
6870,681,"Pirates Roxanne","English             ","Sports",4,"0.99","20.99","PG","HumphreyWillis","0.99"
6871,789,"Shock Cabin","English             ","Foreign",7,"2.99","15.99","PG-13","LauraBrody","2.99"
6872,715,"Range Moonwalker","English             ","Family",3,"4.99","25.99","PG","BurtDukakis,PenelopeMonroe,RipCrawford,RussellClose","7.99"
6873,174,"Confidential Interview","English             ","Music",6,"4.99","13.99","NC-17","ParkerGoldberg,SylvesterDern","4.99"
6874,979,"Witches Panic","English             ","Drama",6,"4.99","10.99","NC-17","RalphCruz,ReeseWest,SpencerDepp,WalterTorn","5.99"
6875,749,"Rules Human","English             ","Horror",6,"4.99","19.99","R","CaryMcconaughey,DustinTautou,HarveyHope,KevinGarland,PenelopeGuiness","5.99"
6876,7,"Airplane Sierra","English             ","Comedy",6,"4.99","28.99","PG-13","JimMostel,MenaHopper,MichaelBolger,OprahKilmer,RichardPenn","4.99"
6877,864,"Sundance Invasion","English             ","Children",5,"0.99","21.99","NC-17","CharlizeDench,DebbieAkroyd,FayWinslet,KennethPaltrow,LaurenceBullock,ReneeTracy,SidneyCrowe","1.99"
6878,530,"Lord Arizona","English             ","Action",5,"2.99","27.99","PG-13","ChristianGable,GrouchoSinatra,JulianneDench,KirstenPaltrow,MorganWilliams,SidneyCrowe","4.99"
6879,414,"Hellfighters Sierra","English             ","Foreign",3,"2.99","23.99","PG","AlbertNolte,CameronZellweger,CubaOlivier,EdMansfield,GraceMostel,HarveyHope,JamesPitt,JimMostel,MichelleMcconaughey,PenelopeMonroe,SandraKilmer,SpencerDepp","7.99"
6880,322,"Flatliners Killer","English             ","Sports",5,"2.99","29.99","G","GaryPenn,JimMostel,KennethTorn,MenaHopper,MorganHopkins,NickStallone,RockDukakis,RussellBacall,ScarlettBening","2.99"
6881,548,"Magnificent Chitty","English             ","Classics",3,"2.99","27.99","R","CubaBirch,FredCostner,GaryPenn,GinaDegeneres,GregChaplin,KennethTorn,ReneeBall","8.99"
6882,540,"Lucky Flying","English             ","Music",7,"2.99","10.99","PG-13","AngelaWitherspoon,EwanGooding,JadaRyder,JamesPitt,JimMostel,JuliaMcqueen,KarlBerry,KennethTorn,NickWahlberg,ParkerGoldberg","2.99"
6883,103,"Bucket Brotherhood","English             ","Travel",7,"4.99","27.99","PG","BurtTemple,CharlizeDench,GaryPhoenix,KirstenAkroyd,RipCrawford,TimHackman","4.99"
6884,795,"Siege Madre","English             ","Family",7,"0.99","23.99","R","BelaWalken,CubaOlivier,DanHarris,NatalieHopkins,RipCrawford,SalmaNolte,SidneyCrowe","1.99"
6885,865,"Sunrise League","English             ","Animation",3,"4.99","19.99","PG-13","JoeSwank,JohnnyLollobrigida,RussellBacall,SeanWilliams,TomMiranda","4.99"
6886,989,"Working Microcosmos","English             ","Travel",4,"4.99","22.99","R","GeoffreyHeston,KennethTorn,LucilleDee,RockDukakis,ValBolger","6.99"
6887,980,"Wizard Coldblooded","English             ","Music",4,"4.99","12.99","PG","AnneCronyn,ChristianGable,MenaTemple,ParkerGoldberg,PenelopeGuiness,RayJohansson,SusanDavis,TimHackman,WalterTorn","9.99"
6888,413,"Hedwig Alter","English             ","Comedy",7,"2.99","16.99","NC-17","DebbieAkroyd,GeneHopkins,JamesPitt,JayneNeeson","2.99"
6889,641,"Orange Grapes","English             ","Foreign",4,"0.99","21.99","PG-13","CubaAllen,KevinGarland,KimAllen,MegHawke,PenelopeMonroe","4.99"
6890,556,"Maltese Hope","English             ","Games",6,"4.99","26.99","PG-13","AngelaHudson","4.99"
6891,700,"Prix Undefeated","English             ","Family",4,"2.99","13.99","R","GoldieBrody,KirstenPaltrow,MorganHopkins,RussellBacall,SissySobieski,SusanDavis,SylvesterDern","2.99"
6892,344,"Fury Murder","English             ","Children",3,"0.99","28.99","PG-13","KarlBerry,KirkJovovich,LauraBrody,WoodyJolie","0.99"
6893,572,"Metropolis Coma","English             ","Sci-Fi",4,"2.99","9.99","PG-13","CubaAllen,DustinTautou,GeneWillis,JimMostel,RayJohansson,ValBolger","7.99"
6894,297,"Extraordinary Conquerer","English             ","Classics",6,"2.99","29.99","G","ChrisBridges,FayWood,HenryBerry,LizaBergman,MinnieZellweger,NickDegeneres,ReneeBall","4.99"
6895,645,"Others Soup","English             ","Travel",7,"2.99","18.99","PG","BurtPosey,FrancesDay-Lewis,NatalieHopkins,OlympiaPfeiffer","2.99"
6896,281,"Encino Elf","English             ","Games",6,"0.99","9.99","G","BenWillis,HarveyHope,JamesPitt,KirstenPaltrow,SylvesterDern,ZeroCage","2.99"
6897,37,"Arizona Bang","English             ","Classics",3,"2.99","28.99","PG","GretaKeitel,KarlBerry,RayJohansson,RussellBacall","2.99"
6898,376,"Grapes Fury","English             ","Foreign",4,"0.99","20.99","G","BurtTemple,CarmenHunt,HenryBerry,LucilleDee,MaryTandy","0.99"
6899,779,"Sense Greek","English             ","Sports",4,"4.99","23.99","R","AlGarland,AudreyOlivier,FredCostner,JodieDegeneres,OlympiaPfeiffer,ReneeBall,SpencerDepp","9.99"
6900,25,"Angels Life","English             ","New",3,"2.99","15.99","G","ChristopherBerry,EdMansfield,GraceMostel,JenniferDavis,JuliaBarrymore,LaurenceBullock,NickDegeneres,PenelopeGuiness,ReneeBall","6.99"
6901,1000,"Zorro Ark","English             ","Comedy",3,"4.99","18.99","NC-17","IanTandy,LisaMonroe,NickDegeneres","5.99"
6902,70,"Bikini Borrowers","English             ","Animation",7,"4.99","26.99","NC-17","BetteNicholson,PenelopeCronyn","4.99"
6903,807,"Sleuth Orient","English             ","Games",4,"0.99","25.99","NC-17","AlGarland,BurtTemple,ChristopherBerry,HarveyHope,MorganMcdormand,RalphCruz,WillWilson","0.99"
6904,502,"Knock Warlock","English             ","Comedy",4,"2.99","21.99","PG-13","AudreyOlivier,CubaOlivier,JudeCruise,ReeseKilmer,TomMiranda,WoodyHoffman","3.99"
6905,166,"Color Philadelphia","English             ","Classics",6,"2.99","19.99","G","ChristopherWest,DarylCrawford,GrouchoDunst,JohnSuvari,OlympiaPfeiffer,PenelopeGuiness,SalmaNolte","2.99"
6906,314,"Fight Jawbreaker","English             ","Animation",3,"0.99","13.99","R","AlbertJohansson,MerylGibson,NickWahlberg","0.99"
6907,553,"Maker Gables","English             ","Children",4,"0.99","12.99","PG-13","ChristianAkroyd,CubaAllen,CubaOlivier,KevinGarland,KirstenAkroyd,LucilleDee,MaryTandy,MegHawke,RalphCruz,RitaReynolds,ValBolger","2.99"
6908,694,"Prejudice Oleander","English             ","Classics",6,"4.99","15.99","PG-13","AngelaHudson,CaryMcconaughey,ChristianGable,DustinTautou,KennethHoffman,MichaelBolger,MillaPeck,RayJohansson,SylvesterDern,ValBolger","7.99"
6909,167,"Coma Head","English             ","Travel",6,"4.99","10.99","NC-17","CameronWray,GeoffreyHeston,ReneeTracy","4.99"
6910,285,"English Bulworth","English             ","Sci-Fi",3,"0.99","18.99","PG-13","FayWood,JayneNolte,MatthewLeigh,MenaTemple,PenelopePinkett","6.99"
6911,200,"Curtain Videotape","English             ","Games",7,"0.99","27.99","PG-13","EwanGooding,JoeSwank,WalterTorn","0.99"
